,,Singularidades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamanho e Peso,Tamanho e Peso,Limite 1ºs,Limite 1ºs,Limite 1ºs,Limite 2ºs,Limite 2ºs,Deslocamentos,Deslocamentos,Deslocamentos,Deslocamentos,Sentidos,Sentidos,Sentidos,Sentidos,Atributo,Atributo,Atributo,Atributo,Atributo,Atributo,Atributo,Atributo,Aptidão,Aptidão,Aptidão,Aptidão,Aptidão,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Primário,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Resistência,Ataque,Ataque,Ataque,Ataque,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano,Dano
Classificação,Subclassificação,Singularidade,Efeito,Requisitos,Descrição,Condição,Mãe,Ação,Corpo,Mente,Fôlego,Mana,Limite Especial,Tamanho e Peso,Limites 1ºs,Limites 2ºs,Limite -5,Deslocamentos,Deslocamentos -5,Sentidos,Atributos,Atributos -5,Aptidões,Aptidões -5,Testes 1ºs,Esp Armas Esp,Esp Corpoacorpo,Esp Magica,Esp Pontaria,Esp Arredores,Esp Compostura,Esp Raciocinio,Esp Reflexos,Testes 2ºs,Esp Acrobacia,Esp Atletismo,Esp Furtividade,Esp Prestidigitação,Artes Cênicas,Artes Musicais,Artes Literárias,Artes Visuais,Perícias,Estudos,Química,Medicina,Conversação,Enganação,Empatia,Intimidação,Lidar com Animais,Veículos,Armeiro,Tecnologia,Resistências,Resistências -5,Defesa de Crítico,Alvos,Dano Máximo,Penetração e AC,Dano,Dano -5,Cálculo Especial,0,Custo Real,Tipo,Complexa,Equipe,Melhoria,À ser calculado,Repetível,Peso,Tamanho,Corpo,Mente,Limite Especial,Fôlego,Mana,Todos,Terrestre,Aquático,Aéreo,Todos,Visão,Audição,Olfato,Carisma,Finesse,Força,Inteligência,Percepção,Vitalidade,Vontade,Especial,Arcana,Lethalis,Natura,Vox,Aptidão Especial,Armas Especiais,Corpo-a-corpo,Mágica,Pontaria,Atenção,Compostura,Raciocínio,Reflexos,Artilharia,Cerco,Explosivos,Briga,Contusão,Duelo,Haste,Lâminas,Arcana,Lethalis,Natura,Vox,Arqueria,Arremesso,Precisão,Arredores,Investigação,Rastreamento,Coragem,Determinação,Estratégia,Iniciativa,Lógica,Memória,Esquiva,Reação,Acrobacia,Atletismo,Furtividade,Prestidigitação,Artes Cênicas,Artes Musicais,Artes Literárias,Artes Visuais,Perícias,Conhecimentos,Química,Medicina,Conversação,Enganação,Empatia,Intimidação,Lidar c/ Animais,Veículos,Armeiro,Tecnologia,Equilíbrio,Escalada,Parkour,Peso,Vigor,Nado,Esconder-se,Silêncio,Caça,Agilidade,Escapismo,Furto,Truques,Arrombamento,Atuação,Personificar,Cantar,Compor,Dançar,Tocar Instrumento,Escrever,Interpretação Textual,Desenho e Pintura,Escultura,Fotografia,Matématica,Gestão,Linguística,Astronomia,História,Física,Biologia,Geografia,Utilitários,Explosivos,Cirurgia,Primeiros Socorros,Convencer,Seduzir,Entreter,Etiqueta,Blefar,Omitir,Fingir,Acalmar,Intenções,Ameaçar,Interrogar,Ofender,Adestramento,Montaria,Pilotar,Combate,Criação,Manutenção,Computação,Construção,Mecânica,Outros,Mental,Físico,Contundente,Cortante,Perfurante,Balístico,Esmagador,Explosivo,Ardente,Congelante,Elétrico,Corrosivo,Mágico,Tóxico,Defesa de Crítico,Alvos,Dano Máximo,Penetração,Acerto Crítico,Mental,Físico,Artilharia,Cerco,Explosivos,Briga,Contusão,Duelo,Haste,Lâminas,Arcana,Lethalis,Natura,Vox,Arqueria,Arremesso,Precisão
Talentos Raciais,Peccatas,Esperança Peccata,Esperança Peccata: Esperança Peccata,Peccata,"Caso você esteja com os valores atuais de Corpo ou Mente no máximo, você recebe um bônus de +1 em cálculos de resistência a dano mental.",O bônus só é aplicado enquanto seus valores atuais de Corpo ou Mente estejam no máximo.,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,0,-5,5,5,Condicional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1_Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Peccatas,Resiliência Mental,Resiliência Mental: Resiliência Mental,Peccata,Você recebe um incremento de +2 em Mente.,,,,,,,,,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,5,Passiva,FALSE,FALSE,FALSE,FALSE,FALSE,,,,+2_Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Peccatas,Um com o Caos,Um com o Caos: Um com o Caos,Esperança Peccata; Resiliência Mental,Você recebe um incremento de +4 em Mente.,,,,,,,,,0,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,10,Passiva,FALSE,FALSE,FALSE,FALSE,FALSE,,,,+4_Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Peccatas,Insistência Peccata,Insistência Peccata: Insistência Peccata,Um com o Caos,"Ao falhar ou não obter o resultado desejado em um teste,  sacrificando 4 pontos de Fôlego e Mana e com uma ação menor, você pode refazê-lo e escolher o melhor resultado.",Ao falhar ou não obter o resultado desejado em um teste.,,Ação Menor,,,4,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,-15,-15,15,Ativa,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Peccatas,Espírito Indomável,Espírito Indomável: Espírito Indomável,Insistência Peccata,Você recebe um bônus em testes de Compostura igual a metade (arredondada para cima) do seu Nível de Poder.,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,15,Passiva,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1/2⭡_NdP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Anões,Resistência Dvergr,Resistência Dvergr: Resistência Dvergr,Anão,"O bônus de Resistência Anã recebe um incremento de +2, totalizando em um bônus de +4 em cálculos de resistência a dano físico.",,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,15,15,Passiva,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+2_Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Anões,Visão de Anão Aprimorada,Visão de Anão Aprimorada: Visão de Anão Aprimorada,Resistência Dvergr,Você recebe o aprimoramento sensorial de visão infravermelha.,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,Passiva,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talentos Raciais,Anões,Tolerância à Toxinas,Tolerância à Toxinas: Tolerância à Toxinas,Resistência Dvergr,Você recebe robustez a dano tóxico.,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,0,0,0,0,0,25,30,Passiva,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob,,,,,,,,,,,,,,,,,,,,,,
